date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:07:14	13600/13600	---M--	200	added ('OK')	font/woff2	etag:%223520-65d034ad-aad45c6045bb6fa4;;;%22	https://webtendtheme.net/html/2024/akpager_landing_html/assets/fonts/fa-regular-400.woff2	D:/Rakib/landing%20page%20advkt/webtendtheme.net/html/2024/akpager_landing_html/assets/fonts/fa-regular-400.woff2	(from https://webtendtheme.net/html/2024/akpager_landing_html/assets/css/fontawesome.5.9.0.min.css)
20:07:14	16780/16780	---M--	200	added ('OK')	application/font-woff	etag:%22418c-65d034ad-8983af6f1efd5dfc;;;%22	https://webtendtheme.net/html/2024/akpager_landing_html/assets/fonts/fa-regular-400.woff	D:/Rakib/landing%20page%20advkt/webtendtheme.net/html/2024/akpager_landing_html/assets/fonts/fa-regular-400.woff	(from https://webtendtheme.net/html/2024/akpager_landing_html/assets/css/fontawesome.5.9.0.min.css)
20:07:15	34052/34052	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%228504-65d034ad-3f21643d1bbe51b9;gz%22	https://webtendtheme.net/html/2024/akpager_landing_html/assets/fonts/fa-regular-400.ttf	D:/Rakib/landing%20page%20advkt/webtendtheme.net/html/2024/akpager_landing_html/assets/fonts/fa-regular-400.ttf	(from https://webtendtheme.net/html/2024/akpager_landing_html/assets/css/fontawesome.5.9.0.min.css)
20:07:15	144715/144715	---M-Z	200	added ('OK')	image/svg+xml	etag:%222354b-65d034ad-38acadb30cd774d1;gz%22	https://webtendtheme.net/html/2024/akpager_landing_html/assets/fonts/fa-regular-400.svg	D:/Rakib/landing%20page%20advkt/webtendtheme.net/html/2024/akpager_landing_html/assets/fonts/fa-regular-400.svg	(from https://webtendtheme.net/html/2024/akpager_landing_html/assets/css/fontawesome.5.9.0.min.css)
20:07:15	204266/204266	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231dea-65d034ad-379306b0cca4695;gz%22	https://webtendtheme.net/html/2024/akpager_landing_html/assets/fonts/fa-solid-900.eot	D:/Rakib/landing%20page%20advkt/webtendtheme.net/html/2024/akpager_landing_html/assets/fonts/fa-solid-900.eot	(from https://webtendtheme.net/html/2024/akpager_landing_html/assets/css/fontawesome.5.9.0.min.css)
20:07:16	80148/80148	---M--	200	added ('OK')	font/woff2	etag:%2213914-65d034ad-a79bd18646dc197d;;;%22	https://webtendtheme.net/html/2024/akpager_landing_html/assets/fonts/fa-solid-900.woff2	D:/Rakib/landing%20page%20advkt/webtendtheme.net/html/2024/akpager_landing_html/assets/fonts/fa-solid-900.woff2	(from https://webtendtheme.net/html/2024/akpager_landing_html/assets/css/fontawesome.5.9.0.min.css)
20:07:16	104004/104004	---M--	200	added ('OK')	application/font-woff	etag:%2219644-65d034ad-dc459b410a7aed49;;;%22	https://webtendtheme.net/html/2024/akpager_landing_html/assets/fonts/fa-solid-900.woff	D:/Rakib/landing%20page%20advkt/webtendtheme.net/html/2024/akpager_landing_html/assets/fonts/fa-solid-900.woff	(from https://webtendtheme.net/html/2024/akpager_landing_html/assets/css/fontawesome.5.9.0.min.css)
20:07:17	203980/203980	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2231ccc-65d034ad-73af053996ac1531;gz%22	https://webtendtheme.net/html/2024/akpager_landing_html/assets/fonts/fa-solid-900.ttf	D:/Rakib/landing%20page%20advkt/webtendtheme.net/html/2024/akpager_landing_html/assets/fonts/fa-solid-900.ttf	(from https://webtendtheme.net/html/2024/akpager_landing_html/assets/css/fontawesome.5.9.0.min.css)
20:07:17	914125/914125	---M-Z	200	added ('OK')	image/svg+xml	etag:%22df2cd-65d034ad-7b6f0b74e5204c52;gz%22	https://webtendtheme.net/html/2024/akpager_landing_html/assets/fonts/fa-solid-900.svg	D:/Rakib/landing%20page%20advkt/webtendtheme.net/html/2024/akpager_landing_html/assets/fonts/fa-solid-900.svg	(from https://webtendtheme.net/html/2024/akpager_landing_html/assets/css/fontawesome.5.9.0.min.css)
20:07:20	204266/204266	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231dea-65d034ad-379306b0cca4695;gz%22	https://webtendtheme.net/html/2024/akpager_landing_html/assets/fonts/fa-solid-900.eot?	D:/Rakib/landing%20page%20advkt/webtendtheme.net/html/2024/akpager_landing_html/assets/fonts/fa-solid-900d41d.eot	(from https://webtendtheme.net/html/2024/akpager_landing_html/assets/css/fontawesome.5.9.0.min.css)
